supplier_code,gtin,brand,model,title,description,image_url,source_url,category,price,currency,stock,variant,specifications,compatibility,source,source_product_id,source_slug,family_key,family_title,variant_code,variant_label,color,size,capacity_l,dimensions_text,height_cm,width_cm,depth_cm,weight_g,compartment_count,front_compartment_count,laptop_size_in,cabin_size,waterproof_cover,usb_port,hidden_pocket,bottle_pocket,breathable_back,ergonomic_straps,reflective_details,sbs_zippers,detachable_trolley,isothermal_compartment,organizer,feature_keys,attributes_json,category_paths,tag_names,msrp,msrp_minor,selling_price,selling_price_minor,regular_price,regular_price_minor,sale_price,sale_price_minor,price_kind,tax_inclusive,stock_status,purchasable,on_sale,sibling_variant_urls,image_urls,image_count,gtin_status,gtin_evidence_kind,gtin_evidence_url,gtin_evidence_sources,description_quality,data_quality_flags,last_researched_date,crawled_at,source_payload_sha256,brand_status,brand_evidence_kind,source_size_code,diameter_cm,source_short_description,dimensions_source_text,technical_details_text,feature_icon_keys,variant_label_status,color_status,zip_lock,chest_whistle,rfid,bpa_free,leakproof,variant_label_evidence_url,color_evidence_url,external_evidence_json,external_researched_at,supplier_code_recovery_evidence,retailer_index_evidence_json,retailer_index_researched_at,selling_price_evidence_url
612020-02,,POLO,612020-02,ΣΚΟΥΦΟΣ POWERSTRETCH,ΣΚΟΥΦΟΣ POWERSTRETCH της POLO. Κωδικός προϊόντος: 612020-02.,https://www.polo.gr/wp-content/uploads/2022/10/612020-02-1024x1024-1.jpg,https://www.polo.gr/bags/travel/el-travel-accessories/el-beanie-powerstretch/,Ταξιδιωτικά Αξεσουάρ,19.00,EUR,instock,"{""family_key"":""612020"",""variant_code"":""02"",""label"":""ΜΠΡΕΛΟΚ ORIGINAL BAG"",""sibling_urls"":[]}","{""dimensions"":null,""dimensions_source_text"":""ΔιαστάσειςOne size"",""diameter_cm"":null,""capacity_l"":null,""weight_g"":null,""technical_details_text"":""Τεχνικές ΠροδιαγραφέςΖεστός ελαστικός σκούφος από την Polo με τεχνολογία Polartec Powerstretch.Το Polartec® Power Stretch® δεχόμενο όλη την πίεση των απαιτητικών σωματικών δραστηριοτήτων, έχει την δυνατότητα και την ικανότητα να τεντώνει προς όλες τις κατευθύνσεις χωρίς να χάνει το αρχικό του σχήμα.Η δομή της πλέξης ωθεί την υγρασία μακριά από το σώμα και δίνει μεγάλη διαπνοή.One size"",""feature_icon_keys"":[],""feature_keys"":[],""compartment_count"":null,""front_compartment_count"":null,""laptop_size_in"":null,""source_size_code"":""O/S""}",,polo-gr,92705,el-beanie-powerstretch,612020,ΣΚΟΥΦΟΣ POWERSTRETCH,02,DOMINO,,O/S,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,"{""sourceShortDescription"":""Ζεστός ελαστικός σκούφος από την Polo με τεχνολογία Polartec Powerstretch | Το Polartec® Power Stretch® δεχόμενο όλη την πίεση των απαιτητικών σωματικών δραστηριοτήτων, έχει την δυνατότητα και την ικανότητα να τεντώνει προς όλες τις κατευθύνσεις χωρίς να χάνει το αρχικό του σχήμα | Η δομή της πλέξης ωθεί την υγρασία μακριά από το σώμα και δίνει μεγάλη διαπνοή | One size"",""dimensionsText"":""ΔιαστάσειςOne size"",""technicalDetailsText"":""Τεχνικές ΠροδιαγραφέςΖεστός ελαστικός σκούφος από την Polo με τεχνολογία Polartec Powerstretch.Το Polartec® Power Stretch® δεχόμενο όλη την πίεση των απαιτητικών σωματικών δραστηριοτήτων, έχει την δυνατότητα και την ικανότητα να τεντώνει προς όλες τις κατευθύνσεις χωρίς να χάνει το αρχικό του σχήμα.Η δομή της πλέξης ωθεί την υγρασία μακριά από το σώμα και δίνει μεγάλη διαπνοή.One size"",""featureIcons"":[],""apiSku"":""612020-02-O/S"",""apiProductId"":92705,""apiCategories"":[{""id"":2624,""name"":""Ταξίδι"",""slug"":""travel"",""link"":""https://www.polo.gr/product-category/travel/""},{""id"":29314,""name"":""Ταξιδιωτικά Αξεσουάρ"",""slug"":""el-travel-accessories"",""link"":""https://www.polo.gr/product-category/travel/el-travel-accessories/""}],""apiTags"":[{""id"":34008,""name"":""Polo-2024"",""slug"":""polo-2024"",""link"":""https://www.polo.gr/product-tag/polo-2024/""}]}",Ταξίδι|Ταξιδιωτικά Αξεσουάρ,Polo-2024,19.00,1900,,,19.00,1900,,,msrp,true,instock,true,false,,https://www.polo.gr/wp-content/uploads/2022/10/612020-02-1024x1024-1.jpg,1,missing_after_external_enrichment,,,,official_specs_normalized_detailed,gtin_pending_external|brand_defaulted_to_source_owner,2026-08-23,2026-08-23T18:17:57.204Z,a54c55462e914c4b29e41b9b8a8930483f9f3efd89632aedc58e65a83236ef9b,source_owner_default_reviewable,polo_catalogue_default,O/S,,"Ζεστός ελαστικός σκούφος από την Polo με τεχνολογία Polartec Powerstretch | Το Polartec® Power Stretch® δεχόμενο όλη την πίεση των απαιτητικών σωματικών δραστηριοτήτων, έχει την δυνατότητα και την ικανότητα να τεντώνει προς όλες τις κατευθύνσεις χωρίς να χάνει το αρχικό του σχήμα | Η δομή της πλέξης ωθεί την υγρασία μακριά από το σώμα και δίνει μεγάλη διαπνοή | One size",ΔιαστάσειςOne size,"Τεχνικές ΠροδιαγραφέςΖεστός ελαστικός σκούφος από την Polo με τεχνολογία Polartec Powerstretch.Το Polartec® Power Stretch® δεχόμενο όλη την πίεση των απαιτητικών σωματικών δραστηριοτήτων, έχει την δυνατότητα και την ικανότητα να τεντώνει προς όλες τις κατευθύνσεις χωρίς να χάνει το αρχικό του σχήμα.Η δομή της πλέξης ωθεί την υγρασία μακριά από το σώμα και δίνει μεγάλη διαπνοή.One size",,externally_verified_exact_sku,pending_external_exact_sku,false,false,false,false,false,https://dominoshop.gr/?s=612020-02&post_type=product,,"[{""source"":""bestprice"",""url"":""https://www.bestprice.gr/search?q=612020-02"",""title"":""612020-02"",""color"":"""",""design"":"""",""gtins"":[],""error"":"""",""exactSkuValidated"":false},{""source"":""domino"",""url"":""https://dominoshop.gr/?s=612020-02&post_type=product"",""title"":""Αναζητήσατε 612020-02 | DOMINO"",""color"":"""",""design"":""DOMINO"",""gtins"":[],""error"":"""",""exactSkuValidated"":false}]",2026-08-23T18:20:59.154Z,,,,
612022-02,,POLO,612022-02,ΣΚΟΥΦΟΣ ΙΣΟΘΕΡΜΙΚΟΣ POLARTEC,"O ισοθερμικός σκούφος Power Dry της Polo, κρατά το δέρμα ζεστό, στεγνό ενώ συγχρόνως απομακρύνει την ανάπτυξη δυσάρεστων οσμών. Κωδικός προϊόντος: 612022-02.",https://www.polo.gr/wp-content/uploads/2022/10/612022-02-1024x1024-1.jpg,https://www.polo.gr/bags/travel/el-travel-accessories/el-beanie-polartec/,Ταξιδιωτικά Αξεσουάρ,15.00,EUR,instock,"{""family_key"":""612022"",""variant_code"":""02"",""label"":""ΜΠΡΕΛΟΚ ORIGINAL BAG"",""sibling_urls"":[]}","{""dimensions"":null,""dimensions_source_text"":""ΔιαστάσειςOne size"",""diameter_cm"":null,""capacity_l"":null,""weight_g"":null,""technical_details_text"":""Τεχνικές ΠροδιαγραφέςO ισοθερμικός σκούφος Power Dry της Polo, κρατά το δέρμα ζεστό, στεγνό ενώ συγχρόνως απομακρύνει την ανάπτυξη δυσάρεστων οσμών.Πολύ άνετο και εφαρμοστόΜε τεχνολογία Power Dry απομακρύνει την υγρασίαΤο κεφάλι σας να παραμένει στεγνόOne size"",""feature_icon_keys"":[],""feature_keys"":[""isothermal_compartment""],""compartment_count"":null,""front_compartment_count"":null,""laptop_size_in"":null,""source_size_code"":""O/S""}",,polo-gr,92704,el-beanie-polartec,612022,ΣΚΟΥΦΟΣ ΙΣΟΘΕΡΜΙΚΟΣ POLARTEC,02,DOMINO,,O/S,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,isothermal_compartment,"{""sourceShortDescription"":""O ισοθερμικός σκούφος Power Dry της Polo, κρατά το δέρμα ζεστό, στεγνό ενώ συγχρόνως απομακρύνει την ανάπτυξη δυσάρεστων οσμών."",""dimensionsText"":""ΔιαστάσειςOne size"",""technicalDetailsText"":""Τεχνικές ΠροδιαγραφέςO ισοθερμικός σκούφος Power Dry της Polo, κρατά το δέρμα ζεστό, στεγνό ενώ συγχρόνως απομακρύνει την ανάπτυξη δυσάρεστων οσμών.Πολύ άνετο και εφαρμοστόΜε τεχνολογία Power Dry απομακρύνει την υγρασίαΤο κεφάλι σας να παραμένει στεγνόOne size"",""featureIcons"":[],""apiSku"":""612022-02-O/S"",""apiProductId"":92704,""apiCategories"":[{""id"":2624,""name"":""Ταξίδι"",""slug"":""travel"",""link"":""https://www.polo.gr/product-category/travel/""},{""id"":29314,""name"":""Ταξιδιωτικά Αξεσουάρ"",""slug"":""el-travel-accessories"",""link"":""https://www.polo.gr/product-category/travel/el-travel-accessories/""}],""apiTags"":[{""id"":34008,""name"":""Polo-2024"",""slug"":""polo-2024"",""link"":""https://www.polo.gr/product-tag/polo-2024/""}]}",Ταξίδι|Ταξιδιωτικά Αξεσουάρ,Polo-2024,15.00,1500,,,15.00,1500,,,msrp,true,instock,true,false,,https://www.polo.gr/wp-content/uploads/2022/10/612022-02-1024x1024-1.jpg,1,missing_after_external_enrichment,,,,official_specs_normalized_detailed,gtin_pending_external|brand_defaulted_to_source_owner,2026-08-23,2026-08-23T18:17:57.204Z,1dc0e89d9c2202152c613395a5e26973778a74bc43a2e30130a2a73c1704a6a9,source_owner_default_reviewable,polo_catalogue_default,O/S,,"O ισοθερμικός σκούφος Power Dry της Polo, κρατά το δέρμα ζεστό, στεγνό ενώ συγχρόνως απομακρύνει την ανάπτυξη δυσάρεστων οσμών.",ΔιαστάσειςOne size,"Τεχνικές ΠροδιαγραφέςO ισοθερμικός σκούφος Power Dry της Polo, κρατά το δέρμα ζεστό, στεγνό ενώ συγχρόνως απομακρύνει την ανάπτυξη δυσάρεστων οσμών.Πολύ άνετο και εφαρμοστόΜε τεχνολογία Power Dry απομακρύνει την υγρασίαΤο κεφάλι σας να παραμένει στεγνόOne size",,externally_verified_exact_sku,pending_external_exact_sku,false,false,false,false,false,https://dominoshop.gr/?s=612022-02&post_type=product,,"[{""source"":""bestprice"",""url"":""https://www.bestprice.gr/search?q=612022-02"",""title"":""Ανδρικά Ισοθερμικά"",""color"":"""",""design"":"""",""gtins"":[],""error"":"""",""exactSkuValidated"":false},{""source"":""domino"",""url"":""https://dominoshop.gr/?s=612022-02&post_type=product"",""title"":""Αναζητήσατε 612022-02 | DOMINO"",""color"":"""",""design"":""DOMINO"",""gtins"":[],""error"":"""",""exactSkuValidated"":false}]",2026-08-23T18:20:59.154Z,,,,
612026-02,,POLO,612026-02,ΜΠΑΛΑΚΛΑΒΑ POWERSTRETCH,Μπαλακλάβα-Full Face Polo Polartec Power Stretch. Κωδικός προϊόντος: 612026-02.,https://www.polo.gr/wp-content/uploads/2022/10/612026-02-1024x1024-1.jpg,https://www.polo.gr/bags/travel/el-travel-accessories/el-full-face-powerstretch/,Ταξιδιωτικά Αξεσουάρ,19.00,EUR,instock,"{""family_key"":""612026"",""variant_code"":""02"",""label"":""ΜΠΡΕΛΟΚ ORIGINAL BAG"",""sibling_urls"":[]}","{""dimensions"":null,""dimensions_source_text"":""ΔιαστάσειςOne size"",""diameter_cm"":null,""capacity_l"":null,""weight_g"":null,""technical_details_text"":""Τεχνικές ΠροδιαγραφέςΕξαιρετική διαπνοή Εύκολη φροντίδα Διαχείριση του ιδρώτα Ελαστικό τέντωμα"",""feature_icon_keys"":[],""feature_keys"":[],""compartment_count"":null,""front_compartment_count"":null,""laptop_size_in"":null,""source_size_code"":""O/S""}",,polo-gr,92702,el-full-face-powerstretch,612026,ΜΠΑΛΑΚΛΑΒΑ POWERSTRETCH,02,DOMINO,,O/S,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,"{""sourceShortDescription"":""Μπαλακλάβα-Full Face Polo Polartec Power Stretch"",""dimensionsText"":""ΔιαστάσειςOne size"",""technicalDetailsText"":""Τεχνικές ΠροδιαγραφέςΕξαιρετική διαπνοή Εύκολη φροντίδα Διαχείριση του ιδρώτα Ελαστικό τέντωμα"",""featureIcons"":[],""apiSku"":""612026-02-O/S"",""apiProductId"":92702,""apiCategories"":[{""id"":2624,""name"":""Ταξίδι"",""slug"":""travel"",""link"":""https://www.polo.gr/product-category/travel/""},{""id"":29314,""name"":""Ταξιδιωτικά Αξεσουάρ"",""slug"":""el-travel-accessories"",""link"":""https://www.polo.gr/product-category/travel/el-travel-accessories/""}],""apiTags"":[{""id"":34008,""name"":""Polo-2024"",""slug"":""polo-2024"",""link"":""https://www.polo.gr/product-tag/polo-2024/""}]}",Ταξίδι|Ταξιδιωτικά Αξεσουάρ,Polo-2024,19.00,1900,,,19.00,1900,,,msrp,true,instock,true,false,,https://www.polo.gr/wp-content/uploads/2022/10/612026-02-1024x1024-1.jpg,1,missing_after_external_enrichment,,,,official_specs_normalized_detailed,gtin_pending_external|brand_defaulted_to_source_owner,2026-08-23,2026-08-23T18:17:57.204Z,847561436577e77d0233a6030669ee8869dfece4ef67e3c1c38a4ef980486267,source_owner_default_reviewable,polo_catalogue_default,O/S,,Μπαλακλάβα-Full Face Polo Polartec Power Stretch,ΔιαστάσειςOne size,Τεχνικές ΠροδιαγραφέςΕξαιρετική διαπνοή Εύκολη φροντίδα Διαχείριση του ιδρώτα Ελαστικό τέντωμα,,externally_verified_exact_sku,pending_external_exact_sku,false,false,false,false,false,https://dominoshop.gr/?s=612026-02&post_type=product,,"[{""source"":""bestprice"",""url"":""https://www.bestprice.gr/search?q=612026-02"",""title"":""612026-02"",""color"":"""",""design"":"""",""gtins"":[],""error"":"""",""exactSkuValidated"":false},{""source"":""domino"",""url"":""https://dominoshop.gr/?s=612026-02&post_type=product"",""title"":""Αναζητήσατε 612026-02 | DOMINO"",""color"":"""",""design"":""DOMINO"",""gtins"":[],""error"":"""",""exactSkuValidated"":false}]",2026-08-23T18:20:59.154Z,,,,
612027-0000,,POLO,612027-0000,ΜΠΑΛΑΚΛΑΒΑ WINDBLOC,ΜΠΑΛΑΚΛΑΒΑ WINDBLOC της POLO. Χαρακτηριστικά: αεριζόμενη/ανατομική πλάτη. Κωδικός προϊόντος: 612027-0000.,https://www.polo.gr/wp-content/uploads/2022/10/612027-02-1024x1024-1.jpg,https://www.polo.gr/bags/travel/el-travel-accessories/el-full-face-windbloc/,Ταξιδιωτικά Αξεσουάρ,26.20,EUR,instock,"{""family_key"":""612027"",""variant_code"":""0000"",""label"":""ΜΠΡΕΛΟΚ ORIGINAL BAG"",""sibling_urls"":[]}","{""dimensions"":null,""dimensions_source_text"":""ΔιαστάσειςOne size"",""diameter_cm"":null,""capacity_l"":null,""weight_g"":null,""technical_details_text"":""Τεχνικές ΠροδιαγραφέςΑντιανεμική μπαλακλάβα κατασκευασμένη από fleece POLARTEC WINDBLOCK.Η μπαλακλάβα windblock της Polo είναι μια πολύ καλή πρόταση για μια ολοκληρωτική προστασία του κεφαλιού σαςΛόγω της πλέξης της είναι εξαιρετικά άνετη και διαπνέον για να μην ιδρώνει το κεφάλι σαςΕιδικά κατασκευασμένη για να εμποδίζει τον αέρα να εισέλθει στο εσωτερικό100% αντιανεμικό και water resistantΣυνδυάζει τη ζεστασιά του υφάσματος Polartec® και την προστασία του υφάσματος Windbloc® fleeceOne size"",""feature_icon_keys"":[],""feature_keys"":[""breathable_back""],""compartment_count"":null,""front_compartment_count"":null,""laptop_size_in"":null,""source_size_code"":""O/S""}",,polo-gr,92701,el-full-face-windbloc,612027,ΜΠΑΛΑΚΛΑΒΑ WINDBLOC,0000,DOMINO,,O/S,,,,,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,breathable_back,"{""sourceShortDescription"":""Αντιανεμική μπαλακλάβα κατασκευασμένη από fleece POLARTEC WINDBLOCK. | Η μπαλακλάβα windblock της Polo είναι μια πολύ καλή πρόταση για μια ολοκληρωτική προστασία του κεφαλιού σας | Λόγω της πλέξης της είναι εξαιρετικά άνετη και διαπνέον για να μην ιδρώνει το κεφάλι σας | Ειδικά κατασκευασμένη για να εμποδίζει τον αέρα να εισέλθει στο εσωτερικό | 100% αντιανεμικό και water resistant | Συνδυάζει τη ζεστασιά του υφάσματος Polartec® και την προστασία του υφάσματος Windbloc® fleece | One size"",""dimensionsText"":""ΔιαστάσειςOne size"",""technicalDetailsText"":""Τεχνικές ΠροδιαγραφέςΑντιανεμική μπαλακλάβα κατασκευασμένη από fleece POLARTEC WINDBLOCK.Η μπαλακλάβα windblock της Polo είναι μια πολύ καλή πρόταση για μια ολοκληρωτική προστασία του κεφαλιού σαςΛόγω της πλέξης της είναι εξαιρετικά άνετη και διαπνέον για να μην ιδρώνει το κεφάλι σαςΕιδικά κατασκευασμένη για να εμποδίζει τον αέρα να εισέλθει στο εσωτερικό100% αντιανεμικό και water resistantΣυνδυάζει τη ζεστασιά του υφάσματος Polartec® και την προστασία του υφάσματος Windbloc® fleeceOne size"",""featureIcons"":[],""apiSku"":""612027-0000-O/S"",""apiProductId"":92701,""apiCategories"":[{""id"":2624,""name"":""Ταξίδι"",""slug"":""travel"",""link"":""https://www.polo.gr/product-category/travel/""},{""id"":29314,""name"":""Ταξιδιωτικά Αξεσουάρ"",""slug"":""el-travel-accessories"",""link"":""https://www.polo.gr/product-category/travel/el-travel-accessories/""}],""apiTags"":[{""id"":34008,""name"":""Polo-2024"",""slug"":""polo-2024"",""link"":""https://www.polo.gr/product-tag/polo-2024/""}]}",Ταξίδι|Ταξιδιωτικά Αξεσουάρ,Polo-2024,26.20,2620,,,26.20,2620,,,msrp,true,instock,true,false,,https://www.polo.gr/wp-content/uploads/2022/10/612027-02-1024x1024-1.jpg,1,missing_after_external_enrichment,,,,official_specs_normalized_detailed,gtin_pending_external|brand_defaulted_to_source_owner,2026-08-23,2026-08-23T18:17:57.204Z,67ee37cfab030882d5980c270c06408e4fefd6c42e798f2638bab6efc9ef98c8,source_owner_default_reviewable,polo_catalogue_default,O/S,,Αντιανεμική μπαλακλάβα κατασκευασμένη από fleece POLARTEC WINDBLOCK. | Η μπαλακλάβα windblock της Polo είναι μια πολύ καλή πρόταση για μια ολοκληρωτική προστασία του κεφαλιού σας | Λόγω της πλέξης της είναι εξαιρετικά άνετη και διαπνέον για να μην ιδρώνει το κεφάλι σας | Ειδικά κατασκευασμένη για να εμποδίζει τον αέρα να εισέλθει στο εσωτερικό | 100% αντιανεμικό και water resistant | Συνδυάζει τη ζεστασιά του υφάσματος Polartec® και την προστασία του υφάσματος Windbloc® fleece | One size,ΔιαστάσειςOne size,Τεχνικές ΠροδιαγραφέςΑντιανεμική μπαλακλάβα κατασκευασμένη από fleece POLARTEC WINDBLOCK.Η μπαλακλάβα windblock της Polo είναι μια πολύ καλή πρόταση για μια ολοκληρωτική προστασία του κεφαλιού σαςΛόγω της πλέξης της είναι εξαιρετικά άνετη και διαπνέον για να μην ιδρώνει το κεφάλι σαςΕιδικά κατασκευασμένη για να εμποδίζει τον αέρα να εισέλθει στο εσωτερικό100% αντιανεμικό και water resistantΣυνδυάζει τη ζεστασιά του υφάσματος Polartec® και την προστασία του υφάσματος Windbloc® fleeceOne size,,externally_verified_exact_sku,pending_external_exact_sku,false,false,false,false,false,https://dominoshop.gr/?s=612027-0000&post_type=product,,"[{""source"":""bestprice"",""url"":""https://www.bestprice.gr/search?q=612027-0000"",""title"":""612027-0000"",""color"":"""",""design"":"""",""gtins"":[],""error"":"""",""exactSkuValidated"":false},{""source"":""domino"",""url"":""https://dominoshop.gr/?s=612027-0000&post_type=product"",""title"":""Αναζητήσατε 612027-0000 | DOMINO"",""color"":"""",""design"":""DOMINO"",""gtins"":[],""error"":"""",""exactSkuValidated"":false}]",2026-08-23T18:20:59.154Z,,,,
848073-CL,,LAKEN,848073-CL,ΠΑΓΟΥΡΙ ΑΛΟΥΜΙΝΙΟΥ HIT CAP 0.45L (G45) LAKEN,"Παγούρι με καπάκι Hit, ειδικά σχεδιασμένο για παιδιά, ένας χώρος για να γράψετε το όνομα και με 4 χαριτωμένα χαρακτήρες που θα συνοδεύουν τα παιδιά σας σε όλες τους τις περιπέτειες. Γίνετε ένας πραγματικός υπερήρωας. Χωρητικότητα 0.45 L, διαστάσεις Ø 6.4 x H 19.2 cm, βάρος 115 g. Κωδικός προϊόντος: 848073-CL.",https://www.polo.gr/wp-content/uploads/2023/04/848073-CL-1.jpg,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-hit-cap-g45-0-45l-cl/,Παγούρια / Θερμός,15.00,EUR,instock,"{""family_key"":""848073"",""variant_code"":""CL"",""label"":""ΜΠΡΕΛΟΚ ORIGINAL BAG"",""sibling_urls"":[""https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-hit-cap-g45-0-45l-pu/"",""https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-hit-cap-g45-0-45l-su/"",""https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-hit-cap-g45-0-45l-ro/""]}","{""dimensions"":""Ø 6.4 x H 19.2 cm"",""dimensions_source_text"":""ΔιαστάσειςΧωρητικότητα: 0,45 lt Διάμετρος: 6,4 cm. Ύψος: 19,2 cm.Βάρος: 115gr."",""diameter_cm"":""6.4"",""capacity_l"":""0.45"",""weight_g"":""115"",""technical_details_text"":""Τεχνικές ΠροδιαγραφέςΧωρίς BPA, φθαλικές ενώσεις ή άλλες επιβλαβείς ουσίες. Εσωτερική επίστρωση πολυαμιδικού βερνικιού, χωρίς εποξειδική ρητίνη, εντελώς ασφαλής και πολύ ανθεκτική, που απομονώνει πλήρως το περιεχόμενο και το προστατεύει. Δεν σπάει ή ραγίζει λόγω χτυπημάτων ή πτώσεων. Δεν διατηρεί ή μεταδίδει γεύσεις. Με κενό χώρο για να γράψετε το όνομα. Κατάλληλο για κοκτέιλ φρούτων. Επαναχρησιμοποιούμενο και ανακυκλώσιμο. Στεγανό κλείσιμο. Συνιστάται για παιδιά άνω των 3 ετών."",""feature_icon_keys"":[],""feature_keys"":[""bpa_free"",""leakproof""],""compartment_count"":null,""front_compartment_count"":null,""laptop_size_in"":null,""source_size_code"":""O/S""}",,polo-gr,96408,el-bottle-hit-cap-g45-0-45l-cl,848073,ΠΑΓΟΥΡΙ ΑΛΟΥΜΙΝΙΟΥ HIT CAP 0.45L (G45) LAKEN,CL,DOMINO,,O/S,0.45,Ø 6.4 x H 19.2 cm,19.2,,,115,,,,false,false,false,false,false,false,false,false,false,false,false,false,bpa_free|leakproof,"{""sourceShortDescription"":""Παγούρι με καπάκι Hit, ειδικά σχεδιασμένο για παιδιά, ένας χώρος για να γράψετε το όνομα και με 4 χαριτωμένα χαρακτήρες που θα συνοδεύουν τα παιδιά σας σε όλες τους τις περιπέτειες. Γίνετε ένας πραγματικός υπερήρωας!"",""dimensionsText"":""ΔιαστάσειςΧωρητικότητα: 0,45 lt Διάμετρος: 6,4 cm. Ύψος: 19,2 cm.Βάρος: 115gr."",""technicalDetailsText"":""Τεχνικές ΠροδιαγραφέςΧωρίς BPA, φθαλικές ενώσεις ή άλλες επιβλαβείς ουσίες. Εσωτερική επίστρωση πολυαμιδικού βερνικιού, χωρίς εποξειδική ρητίνη, εντελώς ασφαλής και πολύ ανθεκτική, που απομονώνει πλήρως το περιεχόμενο και το προστατεύει. Δεν σπάει ή ραγίζει λόγω χτυπημάτων ή πτώσεων. Δεν διατηρεί ή μεταδίδει γεύσεις. Με κενό χώρο για να γράψετε το όνομα. Κατάλληλο για κοκτέιλ φρούτων. Επαναχρησιμοποιούμενο και ανακυκλώσιμο. Στεγανό κλείσιμο. Συνιστάται για παιδιά άνω των 3 ετών."",""featureIcons"":[],""apiSku"":""848073-CL-O/S"",""apiProductId"":96408,""apiCategories"":[{""id"":2620,""name"":""Παγούρια / Θερμός"",""slug"":""el-back2school-bottles-thermos"",""link"":""https://www.polo.gr/product-category/back2school/el-back2school-bottles-thermos/""},{""id"":2616,""name"":""Σχολικό"",""slug"":""back2school"",""link"":""https://www.polo.gr/product-category/back2school/""}],""apiTags"":[{""id"":34008,""name"":""Polo-2024"",""slug"":""polo-2024"",""link"":""https://www.polo.gr/product-tag/polo-2024/""},{""id"":38690,""name"":""polo-2026-b2b"",""slug"":""polo-2026-b2b"",""link"":""https://www.polo.gr/product-tag/polo-2026-b2b/""}]}",Παγούρια / Θερμός|Σχολικό,Polo-2024|polo-2026-b2b,15.00,1500,,,15.00,1500,,,msrp,true,instock,true,false,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-hit-cap-g45-0-45l-pu/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-hit-cap-g45-0-45l-su/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-hit-cap-g45-0-45l-ro/,https://www.polo.gr/wp-content/uploads/2023/04/848073-CL-1.jpg|https://www.polo.gr/wp-content/uploads/2023/04/848073-SET.jpg|https://www.polo.gr/wp-content/uploads/2023/04/848073-CL-2.jpg,3,missing_after_external_enrichment,,,,official_specs_normalized_detailed,gtin_pending_external,2026-08-23,2026-08-23T18:17:57.204Z,15f1fddce5717b7f64ed1787fd460f9fe4bf79db5fc575e48476b2951b3b373a,title_verified,official_title_suffix,O/S,6.4,"Παγούρι με καπάκι Hit, ειδικά σχεδιασμένο για παιδιά, ένας χώρος για να γράψετε το όνομα και με 4 χαριτωμένα χαρακτήρες που θα συνοδεύουν τα παιδιά σας σε όλες τους τις περιπέτειες. Γίνετε ένας πραγματικός υπερήρωας!","ΔιαστάσειςΧωρητικότητα: 0,45 lt Διάμετρος: 6,4 cm. Ύψος: 19,2 cm.Βάρος: 115gr.","Τεχνικές ΠροδιαγραφέςΧωρίς BPA, φθαλικές ενώσεις ή άλλες επιβλαβείς ουσίες. Εσωτερική επίστρωση πολυαμιδικού βερνικιού, χωρίς εποξειδική ρητίνη, εντελώς ασφαλής και πολύ ανθεκτική, που απομονώνει πλήρως το περιεχόμενο και το προστατεύει. Δεν σπάει ή ραγίζει λόγω χτυπημάτων ή πτώσεων. Δεν διατηρεί ή μεταδίδει γεύσεις. Με κενό χώρο για να γράψετε το όνομα. Κατάλληλο για κοκτέιλ φρούτων. Επαναχρησιμοποιούμενο και ανακυκλώσιμο. Στεγανό κλείσιμο. Συνιστάται για παιδιά άνω των 3 ετών.",,externally_verified_exact_sku,pending_external_exact_sku,false,false,false,true,true,https://dominoshop.gr/?s=848073-CL&post_type=product,,"[{""source"":""bestprice"",""url"":""https://www.bestprice.gr/search?q=848073-CL"",""title"":""848073-cl"",""color"":"""",""design"":"""",""gtins"":[],""error"":"""",""exactSkuValidated"":false},{""source"":""domino"",""url"":""https://dominoshop.gr/?s=848073-CL&post_type=product"",""title"":""Αναζητήσατε 848073-CL | DOMINO"",""color"":"""",""design"":""DOMINO"",""gtins"":[],""error"":"""",""exactSkuValidated"":false}]",2026-08-23T18:20:59.154Z,,,,
